"license-plate-number";"customer-return-date";"asin";"sku";"Brand";"Product Name";"amazon-order-id";"quantity";"Collection_Order";"delivery-date-biarritz";"device-serial-number";"item-status";"RMA KP";"ID ";"RMA batch";"LaRoca"
"LPNHK099295792";08/02/2022;"B074P7YPPZ";"MI-EVO1";"MICHELIN";"MICHELIN TIRE SOCK GRIP EVOLUTION 1";"306-1822921-0627541";1;"uoexmoVfcX";;;"Used";;"PRG220323737292";23/03/2022;"x"
"LPNIC026392428";27/03/2022;"B072KN4Z4L";"MB-STR12";"MINIBATT";"MINIBATT STR";"407-6727419-3615538";1;"3KPEEZD2GX";;;"Used";;"PRG220413701827";13/04/2022;"x"
"LPNIC029017905";23/02/2022;"B0883NKX6B";"SNS-SUBG3EU1BLK";"SONOS";"SONOS SUB BLACK";"402-9772895-5845130";1;"3KPEEZD2GX";;;"Used";;"PRG220413701827";13/04/2022;"x"
"LPNIC014330843";03/06/2021;"B0883M3PJB";"SNS-ARCG1EU1";"SONOS";"SONOS ARC WHITE";"405-8684632-0356360";1;"3KPEEZD2GX";;;"Used";;"PRG220413701827";13/04/2022;"x"
"LPNHL983437431";04/02/2022;"B095X86D23";"CRC-2008338";"CRICUT";"CRICUT EXPLOREAIR3 MENTHE";"303-6311138-0026735";1;"3KPEEZD2GX";;;"Used";;"PRG220413701827";13/04/2022;"x"
"LPNHL983263601";18/02/2022;"B095X86D23";"CRC-2008338";"CRICUT";"CRICUT EXPLOREAIR3 MENTHE";"305-1950606-4643564";1;"3KPEEZD2GX";;;"Used";;"PRG220413701827";13/04/2022;"x"
"LPNHK076629187";15/02/2022;"B081VYBT27";"CRC-2007000";"CRICUT";"CRICUT EXPLOREAIR2 MENTHE";"304-5051928-0320364";1;"3KPEEZD2GX";;;"Used";;"PRG220413701827";13/04/2022;"x"
"LPNHL983392318";08/02/2022;"B081VYBT27";"CRC-2007000";"CRICUT";"CRICUT EXPLOREAIR2 MENTHE";"406-2249883-5316352";1;"3KPEEZD2GX";;;"Used";;"PRG220413701827";13/04/2022;"x"
"LPNHL983670264";08/02/2022;"B095X86D23";"CRC-2008338";"CRICUT";"CRICUT EXPLOREAIR3 MENTHE";"303-5334260-6695541";1;"3KPEEZD2GX";;;"Used";;"PRG220413701827";13/04/2022;"x"
"LPNHK084689356";27/01/2022;"B081VYBT27";"CRC-2007000";"CRICUT";"CRICUT EXPLOREAIR2 MENTHE";"171-7423852-3350744";1;"3KPEEZD2GX";;;"Used";;"PRG220413701827";13/04/2022;"x"
"LPNHK083077222";02/02/2022;"B095X86D23";"CRC-2008338";"CRICUT";"CRICUT EXPLOREAIR3 MENTHE";"408-4282368-8323555";1;"3KPEEZD2GX";;;"Used";;"PRG220413701827";13/04/2022;"x"
"LPNHK084331066";01/02/2022;"B08DHWLZSR";"X-RSD0177CE";"ROBOROCK";"ROBOROCK S6 MAXV";"171-3489402-1145113";1;"3KPEEZD2GX";;;"Used";;"PRG220413701827";13/04/2022;"x"
"LPNHK085571775";29/01/2022;"B08DHWLZSR";"X-RSD0177CE";"ROBOROCK";"ROBOROCK S6 MAXV";"405-0910964-8029928";1;"3KPEEZD2GX";;;"Used";;"PRG220413701827";13/04/2022;"x"
"LPNHK084821228";29/01/2022;"B08YJL11Q2";"RSD0194CE";"ROBOROCK";"ROBOROCK S7 WHITE";"171-3320385-0925141";1;"3KPEEZD2GX";;;"Used";;"PRG220413701827";13/04/2022;"x"
"LPNHE628740698";19/02/2022;"B08YJL11Q2";"RSD0194CE";"ROBOROCK";"ROBOROCK S7 WHITE";"406-9117117-8680341";1;"3KPEEZD2GX";;;"Used";;"PRG220413701827";13/04/2022;"x"
"LPNHE634398638";06/03/2022;"B096M6LGKD";"P3D2541";"PAX";"PAX3 COMPLETE AMBER";"408-8786475-1435540";1;"3KPEEZD2GX";;;"Used";;"PRG220413701827";13/04/2022;"x"
"LPNHE635689223";16/02/2022;"B084RSMS24";"CRC-2007992";"CRICUT";"CRICUT JOY";"303-9821652-2013106";1;"3KPEEZD2GX";;;"Used";;"PRG220413701827";13/04/2022;"x"
"LPNHK100443350";12/03/2022;"B084RSMS24";"CRC-2007992";"CRICUT";"CRICUT JOY";"302-7729955-4888342";1;"3KPEEZD2GX";;;"Used";;"PRG220413701827";13/04/2022;"x"
"LPNA016315099";12/03/2022;"B01N76KFKN";"P2A1740";"PAX";"PAX MAINTENANCE KIT";"171-3813719-8438707";1;"3KPEEZD2GX";;;"Used";;"PRG220413701827";13/04/2022;"x"
"LPNIC026040191";21/03/2022;"B08HQTJ5CT";"P3D2453";"PAX";"PAX3 COMPLETE ONYX";"405-0957344-6741931";1;"3KPEEZD2GX";;;"Used";;"PRG220413701827";13/04/2022;"x"
"LPNIC061832554";15/03/2022;"B09N42WXRR";"P3D2576";"PAX";"PAX3 COMPLETE MIDNIGHT";"171-2374552-5957957";1;"3KPEEZD2GX";;;"Used";;"PRG220413701827";13/04/2022;"x"
"LPNIC061860708";19/03/2022;"B091V6LDLS";"SNS-RMWCHEU1BLK";"SONOS";"SONOS ROAM CHARGER BLACK";"406-2898211-6773939";1;"3KPEEZD2GX";;;"Used";;"PRG220413701827";13/04/2022;"x"
"LPNIC023739387";02/03/2022;"B07WRK2696";"SNS-ONESLEU1";"SONOS";"SONOS ONESL WHITE";"406-5525274-4068361";1;"3KPEEZD2GX";;;"Used";;"PRG220413701827";13/04/2022;"x"
"LPNIC026215559";28/02/2022;"B07WRK2696";"SNS-ONESLEU1";"SONOS";"SONOS ONESL WHITE";"405-1795609-4961914";1;"3KPEEZD2GX";;;"Used";;"PRG220413701827";13/04/2022;"x"
"LPNIC062111895";15/03/2022;"B07P9VM3B7";"SNS-ONEG2EU1";"SONOS";"SONOS ONE WHITE";"405-1099825-9778735";1;"3KPEEZD2GX";;;"Used";;"PRG220413701827";13/04/2022;"x"
"LPNIC025708120";17/03/2022;"B07WWWLRJP";"SNS-ONESLEU1BLK";"SONOS";"SONO SONESL BLACK";"405-4681603-1447522";1;"3KPEEZD2GX";;;"Used";;"PRG220413701827";13/04/2022;"x"
"LPNIC047101982";18/03/2022;"B08HQ1MSGF";"P3D2451";"PAX";"PAX3 BASIC SAGE";"407-9548144-4477119";1;"3KPEEZD2GX";;;"Used";;"PRG220413701827";13/04/2022;"x"
"LPNHL988498831";28/03/2022;"B08HQWV41Z";"P3D2449";"PAX";"PAX3 BASIC ONYX";"406-0409393-2045103";1;"3KPEEZD2GX";;;"Used";;"PRG220413701827";13/04/2022;"x"
"LPNHK091039251";01/03/2022;"B096M6LGKD";"P3D2541";"PAX";"PAX3 COMPLETE AMBER";"408-1698554-7000335";1;"3KPEEZD2GX";;;"Used";;"PRG220413701827";13/04/2022;"x"
"LPNHL988432715";24/03/2022;"B08HQWV41Z";"P3D2449";"PAX";"PAX3 BASIC ONYX";"404-5112924-3621919";1;"3KPEEZD2GX";;;"Used";;"PRG220413701827";13/04/2022;"x"
"LPNHL970871119";21/02/2022;"B096M6LGKD";"P3D2541";"PAX";"PAX3 COMPLETE AMBER";"406-2142885-1042702";1;"3KPEEZD2GX";;;"Used";;"PRG220413701827";13/04/2022;"x"
"LPNHE616534373";06/03/2022;"B08BGCTZLY";"SNS-MOVE1EU1";"SONOS";"SONOS MOVE WHITE";"404-0711954-6617962";1;"3KPEEZD2GX";;;"Used";;"PRG220413701827";13/04/2022;"x"
"LPNIC025503354";31/03/2022;"B08BGCTZLY";"SNS-MOVE1EU1";"SONOS";"SONOS MOVE WHITE";"408-5368151-5677915";1;"3KPEEZD2GX";;;"Used";;"PRG220413701827";13/04/2022;"x"
"LPNIC061116458";01/03/2022;"B091V6LDLS";"SNS-RMWCHEU1BLK";"SONOS";"SONOS ROAM CHARGER BLACK";"404-3072429-9696345";1;"3KPEEZD2GX";;;"Used";;"PRG220413701827";13/04/2022;"x"
"LPNIC026336515";10/03/2022;"B091V6LDLS";"SNS-RMWCHEU1BLK";"SONOS";"SONOS ROAM CHARGER BLACK";"406-3246631-7083517";1;"3KPEEZD2GX";;;"Used";;"PRG220413701827";13/04/2022;"x"
"LPNIC061225781";30/03/2022;"B09SVCGRS4";"P3D2577";"PAX";"PAX3 COMPLETE SHADOWRAIN";"405-9594079-6601959";1;"3KPEEZD2GX";;;"Used";;"PRG220413701827";13/04/2022;"x"
"LPNIC025912514";07/03/2022;"B07P9VM3B7";"SNS-ONEG2EU1";"SONOS";"SONOS ONE WHITE";"407-4213420-4710729";1;"3KPEEZD2GX";;;"Used";;"PRG220413701827";13/04/2022;"x"
"LPNIC025712776";16/03/2022;"B07P9VM3B7";"SNS-ONEG2EU1";"SONOS";"SONOS ONE WHITE";"402-4426057-1955515";1;"3KPEEZD2GX";;;"Used";;"PRG220413701827";13/04/2022;"x"
"LPNIC025632545";15/03/2022;"B07WRK2696";"SNS-ONESLEU1";"SONOS";"SONOS ONESL WHITE";"405-3628531-2975524";1;"3KPEEZD2GX";;;"Used";;"PRG220413701827";13/04/2022;"x"
"LPNIC025912515";07/03/2022;"B07P9VM3B7";"SNS-ONEG2EU1";"SONOS";"SONOS ONE WHITE";"407-4213420-4710729";1;"3KPEEZD2GX";;;"Used";;"PRG220413701827";13/04/2022;"x"
;"#N/D";"#N/D";"#N/D";"#N/D";"#N/D";"#N/D";1;"3KPEEZD2GX";;;"Used";;"PRG220505764600";05/05/2022;"x"
"LPNIC061513595";28/03/2022;"B075XPND1C";"P3D2076";"PAX";"PAX2 BRUSHED PLATINIUM";"405-9828011-8253906";1;"3KPEEZD2GX";;;"Used";;"PRG220505764600";05/05/2022;"x"
"LPNIC026337388";09/03/2022;"B075XNRRG4";"P3D2077";"PAX";"PAX2 BRUSHED CHARCOAL";"402-3798189-4701926";1;"3KPEEZD2GX";;;"Used";;"PRG220505764600";05/05/2022;"x"
"LPNIC025405713";19/03/2022;"B08HQZT7GW";"P3D2455";"PAX";"PAX3 COMPLETE SAGE";"404-8588717-6765148";1;"3KPEEZD2GX";;;"Used";;"PRG220505764600";05/05/2022;"x"
"LPNIC023662629";16/02/2022;"B08YWWY5TD";"SNS-ROAM1R21";"SONOS";"SONOS ROAM WHITE";"408-5438991-7155538";1;"3KPEEZD2GX";;;"Used";;"PRG220505764600";05/05/2022;"x"
"LPNIC026367379";18/03/2022;"B08YXBSP6X";"SNS-ROAM1R21BLK";"SONOS";"SONOS ROAM BLACK";"171-2958967-6891544";1;"3KPEEZD2GX";;;"Used";;"PRG220505764600";05/05/2022;"x"
"LPNIC025303065";24/03/2022;"B08YWWY5TD";"SNS-ROAM1R21";"SONOS";"SONOS ROAM WHITE";"403-9725532-9726746";1;"3KPEEZD2GX";;;"Used";;"PRG220505764600";05/05/2022;"x"
"LPNIC023913174";04/03/2022;"B08YXBSP6X";"SNS-ROAM1R21BLK";"SONOS";"SONOS ROAM BLACK";"405-7084833-2377148";1;"3KPEEZD2GX";;;"Used";;"PRG220505764600";05/05/2022;"x"
"LPNIC025624391";24/03/2022;"B08YXBSP6X";"SNS-ROAM1R21BLK";"SONOS";"SONOS ROAM BLACK";"402-6353100-6225136";1;"3KPEEZD2GX";;;"Used";;"PRG220505764600";05/05/2022;"x"
"LPNHE616374641";27/03/2022;"B07P9VM3B7";"SNS-ONEG2EU1";"SONOS";"SONOS ONE WHITE";"171-5746833-4561133";1;"3KPEEZD2GX";;;"Used";;"PRG220505764600";05/05/2022;"x"
"LPNIC026293247";16/03/2022;"B07WWWLRJP";"SNS-ONESLEU1BLK";"SONOS";"SONO SONESL BLACK";"405-3289477-2287517";1;"3KPEEZD2GX";;;"Used";;"PRG220505764600";05/05/2022;"x"
"LPNIC029018548";01/03/2022;"B07P5JHJJT";"SNS-ONEG2EU1BLK";"SONOS";"SONOS ONE BLACK";"406-1846654-8652341";1;"3KPEEZD2GX";;;"Used";;"PRG220505764600";05/05/2022;"x"
"LPNIC019494595";14/03/2022;"B09B13XFGY";"SNS-BEAM2EU1BLK";"SONOS";"SONOS BEAM  GEN 2 BLACK ";"407-2087166-4146737";1;"3KPEEZD2GX";;;"Used";;"PRG220505764600";05/05/2022;"x"
"LPNIC019495111";26/03/2022;"B09B13XFGY";"SNS-BEAM2EU1BLK";"SONOS";"SONOS BEAM  GEN 2 BLACK ";"404-2985056-3127525";1;"3KPEEZD2GX";;;"Used";;"PRG220505764600";05/05/2022;"x"
"LPNHL989088017";25/03/2022;"B01N0J1RNG";"MI-EVO11";"MICHELIN";"MICHELIN Easy Grip EVOLUTION 11";"407-1936764-4758713";1;"3KPEEZD2GX";;;"Used";;"PRG220505764600";05/05/2022;"x"
"LPNHL976952125";19/02/2022;"B01N2M2IZJ";"MI-EVO9";"MICHELIN";"MICHELIN Easy Grip EVOLUTION 9";"402-1136442-5399557";1;"3KPEEZD2GX";;;"Used";;"PRG220505764600";05/05/2022;"x"
"LPNIC020572986";10/03/2022;"B09MQZMBYW";"GY-LED-BL";"GYROOR";"HOVERDBOARD LED6.5";"403-6181951-5430709";1;"3KPEEZD2GX";;;"Used";;"PRG220505764600";05/05/2022;"x"
"LPNIC020574808";26/03/2022;"B09BFJDMLX";"
X-RSD0226CE";"ROBOROCK";"ROBOROCK E4 WHITE";"404-9254594-4752352";1;"3KPEEZD2GX";;;"Used";;"PRG220505764600";05/05/2022;"x"
"LPNHK094435393";01/03/2022;"B01N0J1RNG";"MI-EVO11";"MICHELIN";"MICHELIN Easy Grip EVOLUTION 11";"304-6073197-5459547";1;"3KPEEZD2GX";;;"Used";;"PRG220505764600";05/05/2022;"x"
"LPNHK090138648";25/02/2022;"B074P3SMJ8";"MI-EVO13";"MICHELIN";"MICHELIN Easy Grip EVOLUTION 13";"303-3374919-4521917";1;"3KPEEZD2GX";;;"Used";;"PRG220505764600";05/05/2022;"x"
"LPNHE634317653";27/03/2022;"B08DHWLZSR";"X-RSD0177CE";"ROBOROCK";"ROBOROCK S6 MAXV";"406-8702950-4465124";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNHL982581719";23/02/2022;"B095X86D23";"CRC-2008338";"CRICUT";"CRICUT EXPLOREAIR3 MENTHE";"028-8762088-9157122";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNHE653546093";20/04/2022;"B085BPCV7W";"X-SKV4110GL";"XIAOMI";"XIAOMI MOPPRO WHITE";"407-0596329-4242726";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNHL982903013";01/03/2022;"B08DHWLZSR";"X-RSD0177CE";"ROBOROCK";"ROBOROCK S6 MAXV";"405-0831218-9469915";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNHE627366857";24/03/2022;"B081VYBT27";"CRC-2007000";"CRICUT";"CRICUT EXPLOREAIR2 MENTHE";"171-9734250-7407561";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNHL983153900";11/03/2022;"B081VYBT27";"CRC-2007000";"CRICUT";"CRICUT EXPLOREAIR2 MENTHE";"306-4165612-4852359";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNHL982647717";21/03/2022;"B095X86D23";"CRC-2008338";"CRICUT";"CRICUT EXPLOREAIR3 MENTHE";"028-6398964-3213967";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNHL983143579";13/03/2022;"B095X86D23";"CRC-2008338";"CRICUT";"CRICUT EXPLOREAIR3 MENTHE";"304-7356561-8614769";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNHL983140761";21/03/2022;"B081VYBT27";"CRC-2007000";"CRICUT";"CRICUT EXPLOREAIR2 MENTHE";"402-5663609-3814719";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNIC025609818";01/04/2022;"B08YWWY5TD";"SNS-ROAM1R21";"SONOS";"SONOS ROAM WHITE";"407-1735633-5069962";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNIC026445523";30/03/2022;"B09PNSV48L";"SNS-RMSL1R21";"SONOS";"SONOS ROAM SL WHITE";"404-8513880-9376323";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNHE619836735";14/04/2022;"B09PNSV48L";"SNS-RMSL1R21";"SONOS";"SONOS ROAM SL WHITE";"408-8773187-8500343";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNIC061296809";25/04/2022;"B07WRK2696";"SNS-ONESLEU1";"SONOS";"SONOS ONESL WHITE";"403-2576019-0082701";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNHE634065350";07/03/2022;"B08HQWV41Z";"P3D2449";"PAX";"PAX3 BASIC ONYX";"306-2805282-2480348";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNHE635059729";07/03/2022;"B097C64BCP";"X-BHR5156EU";"XIAOMI";"XIAOMI MINI CLEANER WHITE";"403-3831572-6805105";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNHE635765145";28/02/2022;"B084RSMS24";"CRC-2007992";"CRICUT";"CRICUT JOY";"028-2232999-3823540";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNHE630331946";28/02/2022;"B01N2M2IZJ";"MI-EVO9";"MICHELIN";"MICHELIN Easy Grip EVOLUTION 9";"303-8954030-4118705";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNHE629697379";11/03/2022;"B084RSMS24";"CRC-2007992";"CRICUT";"CRICUT JOY";"305-6754460-2012346";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNA013153098";01/03/2022;"B096M6LGKD";"P3D2541";"PAX";"PAX3 COMPLETE AMBER";"407-3365627-9584321";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNHE631604257";16/03/2022;"B08HQWV41Z";"P3D2449";"PAX";"PAX3 BASIC ONYX";"303-5962470-9193159";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNA013478058";17/03/2022;"B08HQWV41Z";"P3D2449";"PAX";"PAX3 BASIC ONYX";"171-3813719-8438707";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNHE637907380";26/02/2022;"B096M6LGKD";"P3D2541";"PAX";"PAX3 COMPLETE AMBER";"407-5402831-2649927";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNHE638001089";28/02/2022;"B096M6LGKD";"P3D2541";"PAX";"PAX3 COMPLETE AMBER";"407-4463857-5424307";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNIC061169500";22/04/2022;"B07WWWLRJP";"SNS-ONESLEU1BLK";"SONOS";"SONO SONESL BLACK";"408-4210092-4187508";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNHE616456871";18/04/2022;"B07WWWLRJP";"SNS-ONESLEU1BLK";"SONOS";"SONO SONESL BLACK";"406-8977347-8193158";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNHE642032389";19/04/2022;"B07WWWLRJP";"SNS-ONESLEU1BLK";"SONOS";"SONO SONESL BLACK";"406-8977347-8193158";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNHL973623004";13/04/2022;"B075XNRRG4";"P3D2077";"PAX";"PAX2 BRUSHED CHARCOAL";"405-0601606-5425147";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNHL973822483";05/04/2022;"B075XNRRG4";"P3D2077";"PAX";"PAX2 BRUSHED CHARCOAL";"408-8331992-5065106";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNHL973850894";06/04/2022;"B06XZHXT99";"MI-EVO10";"MICHELIN";"MICHELIN Easy Grip EVOLUTION 10";"171-4243948-4889933";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNHL988314923";06/04/2022;"B06XZHXT99";"MI-EVO10";"MICHELIN";"MICHELIN Easy Grip EVOLUTION 10";"407-2291737-4422729";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNHL988077379";31/03/2022;"B096M6LGKD";"P3D2541";"PAX";"PAX3 COMPLETE AMBER";"406-1425691-4390763";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNHL988982444";29/03/2022;"B08HQTJ5CT";"P3D2453";"PAX";"PAX3 COMPLETE ONYX";"406-9559343-6269124";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNHL988299635";04/04/2022;"B08HQTJ5CT";"P3D2453";"PAX";"PAX3 COMPLETE ONYX";"406-9434523-8876325";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNHE620048968";19/04/2022;"B0837B6YBW";"SNS-PORT1EU1";"SONOS";"SONOS PORT";"404-4693870-6639512";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNIC025689762";21/04/2022;"B08YWWY5TD";"SNS-ROAM1R21";"SONOS";"SONOS ROAM WHITE";"404-2098825-7113126";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNIC025559304";27/04/2022;"B075XPND1C";"P3D2076";"PAX";"PAX2 BRUSHED PLATINIUM";"403-0202723-4057924";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNHE642048633";25/04/2022;"B08HQDCSNQ";"P3D2452";"PAX";"PAX3 BASIC BURGUNDY";"404-6888941-8802706";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNIC025473758";27/04/2022;"B08GYG1SK9";"OW-BCR4NNBBYH";"OWLET";"OWLET CAM - EU";"403-0069285-1693967";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNIC036472774";20/04/2022;"B09MQZMBYW";"GY-LED-BL";"GYROOR";"HOVERDBOARD LED6.5";"405-5623053-9673948";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNIC023327331";28/04/2022;"B09B13XFGY";"SNS-BEAM2EU1BLK";"SONOS";"SONOS BEAM  GEN 2 BLACK ";"404-4303533-7592334";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNIC019495811";08/04/2022;"B09H7PFWGF";"SNS-BEAM2EU1";"SONOS";"SONOS BEAMGEN2 WHITE";"408-2484533-6922704";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNHL983606688";30/01/2022;"B0969X3QV6";"X-RDK0003CE";"ROBOROCK";"ROBOROCK EMPTYDOCK S7 BLACK";"402-9070578-7481905";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNHK067043248";17/03/2022;"B07TJ6WR7N";"CRC-2007002";"CRICUT";"CRICUT MAKER2 CHAMPAGNE";"305-6789358-9209948";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNHL981994841";03/03/2022;"B081VYBT27";"CRC-2007000";"CRICUT";"CRICUT EXPLOREAIR2 MENTHE";"402-4778705-8956302";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNHL982719342";23/03/2022;"B07RWDQSDZ";"CRC-2007004";"CRICUT";"CRICUT MAKER2 ROSE";"302-0094552-9033176";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNHL984933858";23/03/2022;"B07RWDQSDZ";"CRC-2007004";"CRICUT";"CRICUT MAKER2 ROSE";"306-8978868-9973966";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNHK083961622";24/02/2022;"B0969X3QV6";"X-RDK0003CE";"ROBOROCK";"ROBOROCK EMPTYDOCK S7 BLACK";"404-2024706-0269128";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNHL983059042";28/02/2022;"B08DHVSQQR";"X-RSD0105CE";"ROBOROCK";"ROBOROCK S6 PURE BLACK";"403-8495868-6784352";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNHE654598861";24/04/2022;"B08HQ1MSGF";"P3D2451";"PAX";"PAX3 BASIC SAGE";"403-1532785-9453957";1;;;;;;"PRG220531760028";31/05/2022;"x"
"LPNIC036691743";11/05/2022;"B09MQZMBYW";"GY-LED-BL";"GYROOR";"HOVERDBOARD LED6.5";"403-0954895-6041132";1;;;;;;"PRG220622733082";;"x"
"LPNIC036783796";23/05/2022;"B09MQZMBYW";"GY-LED-BL";"GYROOR";"HOVERDBOARD LED6.5";"404-5392482-8252327";1;;;;;;"PRG220622733082";;"x"
"LPNIC036781866";19/05/2022;"B09MQZMBYW";"GY-LED-BL";"GYROOR";"HOVERDBOARD LED6.5";"402-1549164-3050752";1;;;;;;"PRG220622733082";;"x"
"LPNIC036512094";13/05/2022;"B09MQZMBYW";"GY-LED-BL";"GYROOR";"HOVERDBOARD LED6.5";"171-6660016-7827553";1;;;;;;"PRG220622733082";;"x"
"LPNIC028983458";23/05/2022;"B09MQZMBYW";"GY-LED-BL";"GYROOR";"HOVERDBOARD LED6.5";"403-5701838-2481956";1;;;;;;"PRG220622733082";;"x"
"LPNIC036450580";28/05/2022;"B085G2N2F7";"X-RSD0106CE";"ROBOROCK";"ROBOROCK S6 PURE WHITE";"407-0969534-6909130";1;;;;;;"PRG220622733082";;"x"
"LPNHE651315994";14/05/2022;"B085G2N2F7";"X-RSD0106CE";"ROBOROCK";"ROBOROCK S6 PURE WHITE";"404-2491426-9741920";1;;;;;;"PRG220622733082";;"x"
"LPNIC036715490";10/05/2022;"B085G2N2F7";"X-RSD0106CE";"ROBOROCK";"ROBOROCK S6 PURE WHITE";"407-3676805-1448325";1;;;;;;"PRG220622733082";;"x"
"LPNIC036450588";28/05/2022;"B093SR6K9H";"X-RSD0195CE";"ROBOROCK";"ROBOROCK S7 BLACK";"402-5356257-3079562";1;;;;;;"PRG220622733082";;"x"
"LPNIC036450612";29/05/2022;"B085G2N2F7";"X-RSD0106CE";"ROBOROCK";"ROBOROCK S6 PURE WHITE";"406-0529177-3871551";1;;;;;;"PRG220622733082";;"x"
"LPNHL984675799";13/03/2022;"B081VYBT27";"CRC-2007000";"CRICUT";"CRICUT EXPLOREAIR2 MENTHE";"306-7796715-6316316";1;;;;;;"PRG220622733082";;"x"
"LPNIC036847311";11/05/2022;"B09B13XFGY";"SNS-BEAM2EU1BLK";"SONOS";"SONOS BEAM  GEN 2 BLACK ";"405-3408379-5364348";1;;;;;;"PRG220622733082";;"x"
"LPNIC036356164";19/05/2022;"B09B13XFGY";"SNS-BEAM2EU1BLK";"SONOS";"SONOS BEAM  GEN 2 BLACK ";"404-2701257-9263512";1;;;;;;"PRG220622733082";;"x"
"LPNIC036847181";10/05/2022;"B09H7PFWGF";"SNS-BEAM2EU1";"SONOS";"SONOS BEAMGEN2 WHITE";"171-3119208-1725910";1;;;;;;"PRG220622733082";;"x"
"LPNHK076425043";01/09/2021;"B07TJ6WR7N";"CRC-2007002";"CRICUT";"CRICUT MAKER2 CHAMPAGNE";"408-5245661-5939549";1;;;;;;"PRG220622733082";;"x"
"LPNHK084586051";19/11/2021;"B08DHWLZSR";"X-RSD0177CE";"ROBOROCK";"ROBOROCK S6 MAXV";"302-7077156-0941164";1;;;;;;"PRG220622733082";;"x"
"LPNHK084154074";20/11/2021;"B085G2N2F7";"X-RSD0106CE";"ROBOROCK";"ROBOROCK S6 PURE WHITE";"403-8711324-1169163";1;;;;;;"PRG220622733082";;"x"
"LPNHK076001687";09/11/2021;"B0969X3QV6";"X-RDK0003CE";"ROBOROCK";"ROBOROCK EMPTYDOCK S7 BLACK";"405-6265569-4605111";1;;;;;;"PRG220622733082";;"x"
"LPNIC025340620";11/05/2022;"B07WWWLRJP";"SNS-ONESLEU1BLK";"SONOS";"SONO SONESL BLACK";"408-4210092-4187508";1;;;;;;"PRG220622733082";;"x"
"LPNIC027653779";27/05/2022;"B07WWWLRJP";"SNS-ONESLEU1BLK";"SONOS";"SONO SONESL BLACK";"408-9876883-6081953";1;;;;;;"PRG220622733082";;"x"
"LPNIC028027967";12/05/2022;"B07P5JHJJT";"SNS-ONEG2EU1BLK";"SONOS";"SONOS ONE BLACK";"405-4523074-5612355";1;;;;;;"PRG220622733082";;"x"
"LPNIC025767762";10/05/2022;"B07WVSF8VW";"SNS-MOVE1EU1BLK";"SONOS";"SONOS MOVE BLACK";"171-2388950-1688308";1;;;;;;"PRG220622733082";;"x"
