"External Document No_";"Location Code";"Document No_";"Package Tracking No_";"Customer No_";"Name";"Item No_"
"408-4606280-2674738";"AMAZON";"PDVF21/001255";"LPNIC015821814";"000230";"AMAZON PAX ES";
"408-0510944-3609169";"AMAZON";"DSR21001028";"LPNIC015902467";"000230";"AMAZON PAX ES";"PX-P3D2455"
"408-0510944-3609169";"AMAZON";"PDVF21/000932";"LPNIC015902467";"000230";"AMAZON PAX ES";
"403-4397073-3495543";"AMAZON";"DSR21001002";"LPNIC015939386";"000230";"AMAZON PAX ES";"SNS-MOVE1EU1BLK"
"403-4397073-3495543";"AMAZON";"PDVF21/001119";"LPNIC015939386";"000230";"AMAZON PAX ES";
"404-6449736-8593111";"AMAZON";"DSR21001021";"LPNIC015963181";"000230";"AMAZON PAX ES";"PX-P3D2453"
"404-6449736-8593111";"AMAZON";"PDVF21/001097";"LPNIC015963181";"000230";"AMAZON PAX ES";
"171-9019163-4271531";"AMAZON";"DSR21001008";"LPNIC016399858";"000230";"AMAZON PAX ES";"SNS-ROAM1R21"
"171-9019163-4271531";"AMAZON";"PDVF21/001256";"LPNIC016399858";"000230";"AMAZON PAX ES";
"408-5305282-8647508";"AMAZON";"DSR21000712";"LPNIC016942486";"000230";"AMAZON PAX ES";"PX-P3D2045"
"408-5305282-8647508";"AMAZON";"PDVF21/000770";"LPNIC016942486";"000230";"AMAZON PAX ES";
"402-3138100-4663566";"AMAZON";"DSR21000998";"LPNIC017014697";"000230";"AMAZON PAX ES";"SNS-ONEG2EU1BLK"
"402-3138100-4663566";"AMAZON";"PDVF21/000749";"LPNIC017014697";"000230";"AMAZON PAX ES";
"406-7104370-4382737";"AMAZON";"DSR21000713";"LPNIC017107255";"000230";"AMAZON PAX ES";"PX-P3D2449"
"406-7104370-4382737";"AMAZON";"PDVF21/000824";"LPNIC017107255";"000230";"AMAZON PAX ES";
"403-0340584-0042777";"AMAZON";"DSR21000699";"LPNIC017181796";"000230";"AMAZON PAX ES";"PX-P3D2456"
"403-0340584-0042777";"AMAZON";"PDVF21/000754";"LPNIC017181796";"000230";"AMAZON PAX ES";
"405-9579830-8226702";"AMAZON";"DSR21001030";"LPNIC017374257";"000230";"AMAZON PAX ES";"PX-P3D2449"
"405-9579830-8226702";"AMAZON";"PDVF21/000941";"LPNIC017374257";"000230";"AMAZON PAX ES";
"404-7846829-1000356";"AMAZON";"DSR21001018";"LPNIC017647744";"000230";"AMAZON PAX ES";"PX-P3D2052"
"404-7846829-1000356";"AMAZON";"PDVF21/000967";"LPNIC017647744";"000230";"AMAZON PAX ES";
"407-7352858-5118757";"AMAZON";"DSR21001192";"LPNIC017676664";"000230";"AMAZON PAX ES";"SNS-BEAM1EU1"
"407-7352858-5118757";"AMAZON";"PDVF21/001237";"LPNIC017676664";"000230";"AMAZON PAX ES";
"402-9095936-0781905";"AMAZON";"DSR21001190";"LPNIC017694033";"000230";"AMAZON PAX ES";"SNS-BEAM1EU1BLK"
"402-9095936-0781905";"AMAZON";"PDVF21/001099";"LPNIC017694033";"000230";"AMAZON PAX ES";
"408-6366789-4609117";"AMAZON";"DSR21001193";"LPNIC017694194";"000230";"AMAZON PAX ES";"SNS-BEAM1EU1BLK"
"408-6366789-4609117";"AMAZON";"PDVF21/001085";"LPNIC017694194";"000230";"AMAZON PAX ES";
"171-9944578-2869929";"AMAZON";"DSR21001191";"LPNIC017694346";"000230";"AMAZON PAX ES";"SNS-BEAM1EU1BLK"
"171-9944578-2869929";"AMAZON";"PDVF21/001250";"LPNIC017694346";"000230";"AMAZON PAX ES";
"408-4322261-7878764";"AMAZON";"DSR21001014";"LPNIC017808721";"000230";"AMAZON PAX ES";"PX-P3D2043"
"408-4322261-7878764";"AMAZON";"PDVF21/000962";"LPNIC017808721";"000230";"AMAZON PAX ES";
"406-5130102-1807554";"AMAZON";"DSR21000695";"LPNIC017816101";"000230";"AMAZON PAX ES";"PX-P2D2077"
"406-5130102-1807554";"AMAZON";"PDVF21/000729";"LPNIC017816101";"000230";"AMAZON PAX ES";
"406-4697269-0342723";"AMAZON";"DSRF22000536";"LPNIC018211599";"000230";"AMAZON PAX ES";"SNS-MOVE1EU1BLK"
"406-4697269-0342723";"AMAZON";"PDVF22/000691";"LPNIC018211599";"000230";"AMAZON PAX ES";
"404-6827577-3121936";"AMAZON";"DSRF21000244";"LPNIC018234141";"000230";"AMAZON PAX ES";"SNS-BEAM2EU1BLK"
"404-6827577-3121936";"AMAZON";"PDVF21/001731";"LPNIC018234141";"000230";"AMAZON PAX ES";
"405-2000275-5518730";"AMAZON";"DSR22000236";"LPNIC018241887";"000230";"AMAZON PAX ES";"SNS-PLAY5UK1BLK-SAT"
"405-2000275-5518730";"AMAZON";"PDVF22/000664";"LPNIC018241887";"000230";"AMAZON PAX ES";
"402-5281436-1630733";"AMAZON";"DSR22000076";"LPNIC018448829";"000230";"AMAZON PAX ES";"SNS-ARCG1EU1BLK"
"402-5281436-1630733";"AMAZON";"PDVF21/001664";"LPNIC018448829";"000230";"AMAZON PAX ES";
"406-4437099-7169958";"AMAZON";"DSR22000170";"LPNIC018449620";"000230";"AMAZON PAX ES";"SNS-BEAM2EU1"
"406-4437099-7169958";"AMAZON";"PDVF21/001889";"LPNIC018449620";"000230";"AMAZON PAX ES";
"407-2087166-4146737";"AMAZON";"DSRF22000684";"LPNIC019494595";"000230";"AMAZON PAX ES";"SNS-BEAM2EU1BLK"
"407-2087166-4146737";"AMAZON";"PDVF22/001060";"LPNIC019494595";"000230";"AMAZON PAX ES";
"408-2484533-6922704";"AMAZON";"PDVF22/001353";"LPNIC019495811";"000230";"AMAZON PAX ES";
"408-2484533-6922704";"AMAZON";"PDVF22/001354";"LPNIC019495811";"000230";"AMAZON PAX ES";
"407-4599112-8751558";"AMAZON";"DSR22000197";"LPNIC020244600";"000230";"AMAZON PAX ES";"PX-P3D2453"
"407-4599112-8751558";"AMAZON";"PDVF22/000091";"LPNIC020244600";"000230";"AMAZON PAX ES";
"408-5996968-4173103";"AMAZON";"DSR22000191";"LPNIC020273910";"000230";"AMAZON PAX ES";"SNS-ONESLEU1"
"408-5996968-4173103";"AMAZON";"PDVF22/000064";"LPNIC020273910";"000230";"AMAZON PAX ES";
"407-7327313-5397940";"AMAZON";"DSR22000190";"LPNIC020288218";"000230";"AMAZON PAX ES";"SNS-ROAM1R21"
"407-7327313-5397940";"AMAZON";"PDVF22/000053";"LPNIC020288218";"000230";"AMAZON PAX ES";
"403-6181951-5430709";"AMAZON";"DSRF22000686";"LPNIC020572986";"000230";"AMAZON PAX ES";"W-GY-LED-BL"
"403-6181951-5430709";"AMAZON";"PDVF22/001080";"LPNIC020572986";"000230";"AMAZON PAX ES";
"404-9254594-4752352";"AMAZON";"DSRF22000685";"LPNIC020574808";"000230";"AMAZON PAX ES";"X-RSD0226CE"
"404-9254594-4752352";"AMAZON";"PDVF22/000992";"LPNIC020574808";"000230";"AMAZON PAX ES";
"408-2789501-6513118";"AMAZON";"DSRF22000509";"LPNIC020898656";"000230";"AMAZON PAX ES";"PX-P2D2077"
"408-2789501-6513118";"AMAZON";"PDVF22/000757";"LPNIC020898656";"000230";"AMAZON PAX ES";
"403-9541939-9037163";"AMAZON";"DSRF22000517";"LPNIC020909827";"000230";"AMAZON PAX ES";"PX-P3D2454"
"403-9541939-9037163";"AMAZON";"PDVF22/000725";"LPNIC020909827";"000230";"AMAZON PAX ES";
"408-6786402-1706761";"AMAZON";"DSRF22000571";"LPNIC021008735";"000230";"AMAZON PAX ES";"SNS-ROAM1R21BLK"
"408-6786402-1706761";"AMAZON";"PDVF22/000092";"LPNIC021008735";"000230";"AMAZON PAX ES";
"402-4312652-0151518";"AMAZON";"DSR22000485";"LPNIC021036444";"000230";"AMAZON PAX ES";"SNS-ONESLEU1BLK"
"402-4312652-0151518";"AMAZON";"PDVF21/001816";"LPNIC021036444";"000230";"AMAZON PAX ES";
"171-2732213-2951510";"AMAZON";"DSRF21000325";"LPNIC021321328";"000230";"AMAZON PAX ES";"SNS-MOVE1EU1BLK"
"171-2732213-2951510";"AMAZON";"PDVF21/001750";"LPNIC021321328";"000230";"AMAZON PAX ES";
"405-4559457-5247516";"AMAZON";"DSRF22000522";"LPNIC021578846";"000230";"AMAZON PAX ES";"PX-P3D2449"
"405-4559457-5247516";"AMAZON";"PDVF21/001811";"LPNIC021578846";"000230";"AMAZON PAX ES";
"406-5972924-1337128";"AMAZON";"DSR22000486";"LPNIC021595260";"000230";"AMAZON PAX ES";"SNS-ONESLEU1BLK"
"406-5972924-1337128";"AMAZON";"PDVF21/001863";"LPNIC021595260";"000230";"AMAZON PAX ES";
"407-3733513-9835548";"AMAZON";"DSRF22000510";"LPNIC021639456";"000230";"AMAZON PAX ES";"PX-P2D2076"
"407-3733513-9835548";"AMAZON";"PDVF21/001867";"LPNIC021639456";"000230";"AMAZON PAX ES";
"407-9888920-9284368";"AMAZON";"DSRF21000310";"LPNIC021791059";"000230";"AMAZON PAX ES";"SNS-MOVE1EU1"
"407-9888920-9284368";"AMAZON";"PDVF21/001728";"LPNIC021791059";"000230";"AMAZON PAX ES";
"403-1429054-7297147";"AMAZON";"DSRF21000311";"LPNIC021863205";"000230";"AMAZON PAX ES";"SNS-MOVE1EU1"
"403-1429054-7297147";"AMAZON";"PDVF21/001727";"LPNIC021863205";"000230";"AMAZON PAX ES";
"402-8638559-3922760";"AMAZON";"DSRF22000581";"LPNIC023016107";"000230";"AMAZON PAX ES";"W-GY-LED-BL"
"402-8638559-3922760";"AMAZON";"PDVF22/000845";"LPNIC023016107";"000230";"AMAZON PAX ES";
"171-4968723-7677124";"AMAZON";"DSR22000247";"LPNIC023290456";"000230";"AMAZON PAX ES";"SNS-BEAM2EU1BLK"
"171-4968723-7677124";"AMAZON";"PDVF22/000292";"LPNIC023290456";"000230";"AMAZON PAX ES";
"171-4968723-7677124";"AMAZON";"PDVF22/000675";"LPNIC023290456";"000230";"AMAZON PAX ES";
"405-5593511-2645947";"AMAZON";"DSR22000246";"LPNIC023303221";"000230";"AMAZON PAX ES";"W-GY-LED-BL"
"405-5593511-2645947";"AMAZON";"PDVF22/000364";"LPNIC023303221";"000230";"AMAZON PAX ES";
"405-5593511-2645947";"AMAZON";"PDVF22/000747";"LPNIC023303221";"000230";"AMAZON PAX ES";
"402-7978005-1583538";"AMAZON";"DSR22000481";"LPNIC023614782";"000230";"AMAZON PAX ES";"SNS-ROAM1R21"
"402-7978005-1583538";"AMAZON";"PDVF22/000927";"LPNIC023614782";"000230";"AMAZON PAX ES";
"408-5438991-7155538";"AMAZON";"DSRF22000675";"LPNIC023662629";"000230";"AMAZON PAX ES";"SNS-ROAM1R21"
"408-5438991-7155538";"AMAZON";"PDVF22/000830";"LPNIC023662629";"000230";"AMAZON PAX ES";
"402-9509356-4980322";"AMAZON";"DSRF22000505";"LPNIC023728993";"000230";"AMAZON PAX ES";"SNS-ONEG2EU1"
"402-9509356-4980322";"AMAZON";"PDVF22/000785";"LPNIC023728993";"000230";"AMAZON PAX ES";
"406-5525274-4068361";"AMAZON";"DSRF22000613";"LPNIC023739387";"000230";"AMAZON PAX ES";"SNS-ONESLEU1"
"406-5525274-4068361";"AMAZON";"PDVF22/001118";"LPNIC023739387";"000230";"AMAZON PAX ES";
"405-7840865-3271550";"AMAZON";"DSRF22000501";"LPNIC023746190";"000230";"AMAZON PAX ES";"SNS-PORT1EU1BLK"
"405-7840865-3271550";"AMAZON";"PDVF22/000843";"LPNIC023746190";"000230";"AMAZON PAX ES";
"404-9751922-5439533";"AMAZON";"DSRF22000662";"LPNIC023840927";"000230";"AMAZON PAX ES";"PX-P3D2456"
"404-9751922-5439533";"AMAZON";"DSR22000433";"LPNIC023840927";"000230";"AMAZON PAX ES";"PX-P3D2456"
"404-9751922-5439533";"AMAZON";"PDVF22/001138";"LPNIC023840927";"000230";"AMAZON PAX ES";
"402-7943808-7945112";"AMAZON";"DSR22000488";"LPNIC023911641";"000230";"AMAZON PAX ES";"MI-EVO9"
"402-7943808-7945112";"AMAZON";"PDVF22/000809";"LPNIC023911641";"000230";"AMAZON PAX ES";
"405-7084833-2377148";"AMAZON";"DSRF22000674";"LPNIC023913174";"000230";"AMAZON PAX ES";"SNS-ROAM1R21BLK"
"405-7084833-2377148";"AMAZON";"PDVF22/001114";"LPNIC023913174";"000230";"AMAZON PAX ES";
"404-0355903-2285914";"AMAZON";"DSRF22000503";"LPNIC023926850";"000230";"AMAZON PAX ES";"SNS-ONESLEU1BLK"
"404-0355903-2285914";"AMAZON";"PDVF22/000923";"LPNIC023926850";"000230";"AMAZON PAX ES";
"405-4469394-4033926";"AMAZON";"DSRF22000559";"LPNIC023985889";"000230";"AMAZON PAX ES";"SNS-ONESLEU1BLK"
"405-4469394-4033926";"AMAZON";"PDVF22/000577";"LPNIC023985889";"000230";"AMAZON PAX ES";
"405-4469394-4033926";"AMAZON";"DSRF22000562";"LPNIC023985890";"000230";"AMAZON PAX ES";"SNS-ONESLEU1BLK"
"405-4469394-4033926";"AMAZON";"PDVF22/000576";"LPNIC023985890";"000230";"AMAZON PAX ES";
"407-4025805-0114768";"AMAZON";"DSRF22000548";"LPNIC024192212";"000230";"AMAZON PAX ES";"SNS-ONEG2EU1"
"407-4025805-0114768";"AMAZON";"PDVF22/000611";"LPNIC024192212";"000230";"AMAZON PAX ES";
"403-5107826-5262726";"AMAZON";"DSRF22000563";"LPNIC024306255";"000230";"AMAZON PAX ES";"SNS-ONESLEU1"
"403-5107826-5262726";"AMAZON";"PDVF22/000627";"LPNIC024306255";"000230";"AMAZON PAX ES";
"171-4155155-7275560";"AMAZON";"DSRF22000578";"LPNIC024382224";"000230";"AMAZON PAX ES";"SNS-ROAM1R21BLK"
"171-4155155-7275560";"AMAZON";"PDVF22/000722";"LPNIC024382224";"000230";"AMAZON PAX ES";
"405-6291864-8286758";"AMAZON";"DSRF22000565";"LPNIC024443229";"000230";"AMAZON PAX ES";"SNS-ONEG2EU1BLK"
"405-6291864-8286758";"AMAZON";"PDVF22/000673";"LPNIC024443229";"000230";"AMAZON PAX ES";
"171-5624564-5876369";"AMAZON";"DSRF22000551";"LPNIC024448024";"000230";"AMAZON PAX ES";"SNS-ONEG2EU1BLK"
"171-5624564-5876369";"AMAZON";"PDVF22/000632";"LPNIC024448024";"000230";"AMAZON PAX ES";
"405-6351647-7328325";"AMAZON";"DSRF22000520";"LPNIC024566623";"000230";"AMAZON PAX ES";"PX-P3D2453"
"405-6351647-7328325";"AMAZON";"PDVF22/000660";"LPNIC024566623";"000230";"AMAZON PAX ES";
"402-4880227-8509131";"AMAZON";"DSRF22000560";"LPNIC024717520";"000230";"AMAZON PAX ES";"SNS-ONESLEU1BLK"
"402-4880227-8509131";"AMAZON";"PDVF22/000684";"LPNIC024717520";"000230";"AMAZON PAX ES";
"402-1950136-2568320";"AMAZON";"DSRF22000514";"LPNIC024872932";"000230";"AMAZON PAX ES";"PX-P3D2452"
"402-1950136-2568320";"AMAZON";"PDVF21/001812";"LPNIC024872932";"000230";"AMAZON PAX ES";
"407-0253540-9954727";"AMAZON";"DSRF22000549";"LPNIC025071857";"000230";"AMAZON PAX ES";"SNS-ONEG2EU1"
"407-0253540-9954727";"AMAZON";"PDVF21/001817";"LPNIC025071857";"000230";"AMAZON PAX ES";
"403-8173188-1689964";"AMAZON";"DSRF22000566";"LPNIC025103582";"000230";"AMAZON PAX ES";"SNS-ONEG2EU1BLK"
"403-8173188-1689964";"AMAZON";"PDVF21/001822";"LPNIC025103582";"000230";"AMAZON PAX ES";
"407-5018748-3309938";"AMAZON";"DSRF22000508";"LPNIC025124249";"000230";"AMAZON PAX ES";"PX-P2D2076"
"407-5018748-3309938";"AMAZON";"PDVF21/001804";"LPNIC025124249";"000230";"AMAZON PAX ES";
"405-9145533-0547545";"AMAZON";"DSRF22000537";"LPNIC025154233";"000230";"AMAZON PAX ES";"SNS-MOVE1EU1BLK"
"405-9145533-0547545";"AMAZON";"PDVF22/000082";"LPNIC025154233";"000230";"AMAZON PAX ES";
"403-9725532-9726746";"AMAZON";"DSRF22000676";"LPNIC025303065";"000230";"AMAZON PAX ES";"SNS-ROAM1R21"
"403-9725532-9726746";"AMAZON";"PDVF22/001006";"LPNIC025303065";"000230";"AMAZON PAX ES";
"408-4210092-4187508";"AMAZON";"DSRF22000752";"LPNIC025340620";"000230";"AMAZON PAX ES";"SNS-ONESLEU1BLK"
"408-4210092-4187508";"AMAZON";"PDVF22/001278";"LPNIC025340620";"000230";"AMAZON PAX ES";
"404-8588717-6765148";"AMAZON";"DSRF22000668";"LPNIC025405713";"000230";"AMAZON PAX ES";"PX-P3D2455"
"404-8588717-6765148";"AMAZON";"PDVF22/001028";"LPNIC025405713";"000230";"AMAZON PAX ES";
"403-0069285-1693967";"AMAZON";"DSRF22000735";"LPNIC025473758";"000230";"AMAZON PAX ES";"OW-BCR4NNBBYH"
"403-0069285-1693967";"AMAZON";"PDVF22/001337";"LPNIC025473758";"000230";"AMAZON PAX ES";
"408-5368151-5677915";"AMAZON";"DSRF22000607";"LPNIC025503354";"000230";"AMAZON PAX ES";"SNS-MOVE1EU1"
"408-5368151-5677915";"AMAZON";"PDVF22/000964";"LPNIC025503354";"000230";"AMAZON PAX ES";
"403-0202723-4057924";"AMAZON";"DSRF22000725";"LPNIC025559304";"000230";"AMAZON PAX ES";"PX-P2D2076"
"403-0202723-4057924";"AMAZON";"PDVF22/001332";"LPNIC025559304";"000230";"AMAZON PAX ES";
"407-1735633-5069962";"AMAZON";"DSRF22000822";"LPNIC025609818";"000230";"AMAZON PAX ES";"SNS-ROAM1R21"
"407-1735633-5069962";"AMAZON";"PDVF22/001541";"LPNIC025609818";"000230";"AMAZON PAX ES";
"402-6353100-6225136";"AMAZON";"DSRF22000673";"LPNIC025624391";"000230";"AMAZON PAX ES";"SNS-ROAM1R21BLK"
"402-6353100-6225136";"AMAZON";"PDVF22/001003";"LPNIC025624391";"000230";"AMAZON PAX ES";
"405-3628531-2975524";"AMAZON";"DSRF22000615";"LPNIC025632545";"000230";"AMAZON PAX ES";"SNS-ONESLEU1"
"405-3628531-2975524";"AMAZON";"PDVF22/001054";"LPNIC025632545";"000230";"AMAZON PAX ES";
"404-2098825-7113126";"AMAZON";"DSRF22000731";"LPNIC025689762";"000230";"AMAZON PAX ES";"SNS-ROAM1R21"
"404-2098825-7113126";"AMAZON";"PDVF22/001338";"LPNIC025689762";"000230";"AMAZON PAX ES";
"405-4681603-1447522";"AMAZON";"DSRF22000614";"LPNIC025708120";"000230";"AMAZON PAX ES";"SNS-ONESLEU1BLK"
"405-4681603-1447522";"AMAZON";"PDVF22/001045";"LPNIC025708120";"000230";"AMAZON PAX ES";
"402-4426057-1955515";"AMAZON";"DSRF22000611";"LPNIC025712776";"000230";"AMAZON PAX ES";"SNS-ONEG2EU1"
"402-4426057-1955515";"AMAZON";"PDVF22/001052";"LPNIC025712776";"000230";"AMAZON PAX ES";
"171-2388950-1688308";"AMAZON";"DSRF22000755";"LPNIC025767762";"000230";"AMAZON PAX ES";"SNS-MOVE1EU1BLK"
"171-2388950-1688308";"AMAZON";"PDVF22/001289";"LPNIC025767762";"000230";"AMAZON PAX ES";
"407-4213420-4710729";"AMAZON";"DSRF22000610";"LPNIC025912514";"000230";"AMAZON PAX ES";"SNS-ONEG2EU1"
"407-4213420-4710729";"AMAZON";"PDVF22/001102";"LPNIC025912514";"000230";"AMAZON PAX ES";
"407-4213420-4710729";"AMAZON";"DSRF22000608";"LPNIC025912515";"000230";"AMAZON PAX ES";"SNS-ONEG2EU1"
"407-4213420-4710729";"AMAZON";"PDVF22/001101";"LPNIC025912515";"000230";"AMAZON PAX ES";
"405-0957344-6741931";"AMAZON";"DSRF22000623";"LPNIC026040191";"000230";"AMAZON PAX ES";"PX-P3D2453"
"405-0957344-6741931";"AMAZON";"PDVF22/001020";"LPNIC026040191";"000230";"AMAZON PAX ES";
"405-1795609-4961914";"AMAZON";"DSRF22000612";"LPNIC026215559";"000230";"AMAZON PAX ES";"SNS-ONESLEU1"
"405-1795609-4961914";"AMAZON";"PDVF22/000767";"LPNIC026215559";"000230";"AMAZON PAX ES";
"405-3289477-2287517";"AMAZON";"DSRF22000677";"LPNIC026293247";"000230";"AMAZON PAX ES";"SNS-ONESLEU1BLK"
"405-3289477-2287517";"AMAZON";"PDVF22/001048";"LPNIC026293247";"000230";"AMAZON PAX ES";
"406-3246631-7083517";"AMAZON";"DSRF22000626";"LPNIC026336515";"000230";"AMAZON PAX ES";"SNS-RMWCHEU1BLK"
"406-3246631-7083517";"AMAZON";"PDVF22/001078";"LPNIC026336515";"000230";"AMAZON PAX ES";
"402-3798189-4701926";"AMAZON";"DSRF22000669";"LPNIC026337388";"000230";"AMAZON PAX ES";"PX-P2D2077"
"402-3798189-4701926";"AMAZON";"PDVF22/001081";"LPNIC026337388";"000230";"AMAZON PAX ES";
"171-2958967-6891544";"AMAZON";"DSRF22000672";"LPNIC026367379";"000230";"AMAZON PAX ES";"SNS-ROAM1R21BLK"
"171-2958967-6891544";"AMAZON";"PDVF22/001039";"LPNIC026367379";"000230";"AMAZON PAX ES";
"407-6727419-3615538";"AMAZON";"DSRF22000627";"LPNIC026392428";"000230";"AMAZON PAX ES";"MB-STR12"
"407-6727419-3615538";"AMAZON";"PDVF22/000987";"LPNIC026392428";"000230";"AMAZON PAX ES";
"171-0307573-2719565";"AMAZON";"DSRF22000526";"LPNIC026493573";"000230";"AMAZON PAX ES";"PX-P3D2453"
"171-0307573-2719565";"AMAZON";"PDVF22/000756";"LPNIC026493573";"000230";"AMAZON PAX ES";
"405-6136227-2465154";"AMAZON";"DSRF22000547";"LPNIC026507138";"000230";"AMAZON PAX ES";"SNS-ONEG2EU1"
"405-6136227-2465154";"AMAZON";"PDVF22/000745";"LPNIC026507138";"000230";"AMAZON PAX ES";
"405-6136227-2465154";"AMAZON";"DSRF22000539";"LPNIC026507139";"000230";"AMAZON PAX ES";"SNS-ONEG2EU1"
"405-6136227-2465154";"AMAZON";"PDVF22/000743";"LPNIC026507139";"000230";"AMAZON PAX ES";
"405-6136227-2465154";"AMAZON";"DSRF22000550";"LPNIC026507140";"000230";"AMAZON PAX ES";"SNS-ONEG2EU1"
"405-6136227-2465154";"AMAZON";"PDVF22/000744";"LPNIC026507140";"000230";"AMAZON PAX ES";
"408-7865645-3639550";"AMAZON";"DSRF22000516";"LPNIC026692482";"000230";"AMAZON PAX ES";"PX-P3D2449"
"408-7865645-3639550";"AMAZON";"PDVF22/000016";"LPNIC026692482";"000230";"AMAZON PAX ES";
"405-0660956-5464352";"AMAZON";"DSRF22000515";"LPNIC026752037";"000230";"AMAZON PAX ES";"PX-P3D2449"
"405-0660956-5464352";"AMAZON";"PDVF22/000027";"LPNIC026752037";"000230";"AMAZON PAX ES";
"407-1936991-8392310";"AMAZON";"DSRF22000553";"LPNIC026920707";"000230";"AMAZON PAX ES";"SNS-ONEG2EU1BLK"
"407-1936991-8392310";"AMAZON";"PDVF22/000042";"LPNIC026920707";"000230";"AMAZON PAX ES";
"408-1579906-7751513";"AMAZON";"DSRF22000751";"LPNIC027645838";"000230";"AMAZON PAX ES";"MB-POCKRR"
"408-1579906-7751513";"AMAZON";"PDVF22/001206";"LPNIC027645838";"000230";"AMAZON PAX ES";
"408-9876883-6081953";"AMAZON";"DSRF22000753";"LPNIC027653779";"000230";"AMAZON PAX ES";"SNS-ONESLEU1BLK"
"408-9876883-6081953";"AMAZON";"PDVF22/001189";"LPNIC027653779";"000230";"AMAZON PAX ES";
"405-4523074-5612355";"AMAZON";"DSRF22000754";"LPNIC028027967";"000230";"AMAZON PAX ES";"SNS-ONEG2EU1BLK"
"405-4523074-5612355";"AMAZON";"PDVF22/001266";"LPNIC028027967";"000230";"AMAZON PAX ES";
"407-4322771-0918757";"AMAZON";"DSR22000199";"LPNIC028113960";"000230";"AMAZON PAX ES";"CRC-2005553"
"407-4322771-0918757";"AMAZON";"PDVF22/000021";"LPNIC028113960";"000230";"AMAZON PAX ES";
"402-4896540-3527568";"AMAZON";"DSRF22000577";"LPNIC028207425";"000230";"AMAZON PAX ES";"SNS-ROAM1R21BLK"
"402-4896540-3527568";"AMAZON";"PDVF22/000755";"LPNIC028207425";"000230";"AMAZON PAX ES";
"402-2164910-9585116";"AMAZON";"DSRF22000575";"LPNIC028371178";"000230";"AMAZON PAX ES";"SNS-ROAM1R21BLK"
"402-2164910-9585116";"AMAZON";"PDVF21/001842";"LPNIC028371178";"000230";"AMAZON PAX ES";
"405-9734921-6481118";"AMAZON";"DSRF21000316";"LPNIC028504388";"000230";"AMAZON PAX ES";"SNS-ROAM1R21BLK"
"405-9734921-6481118";"AMAZON";"PDVF21/001717";"LPNIC028504388";"000230";"AMAZON PAX ES";
"407-1738680-3070740";"AMAZON";"DSRF22000589";"LPNIC028772631";"000230";"AMAZON PAX ES";"X-RSD0225CE"
"407-1738680-3070740";"AMAZON";"PDVF22/000574";"LPNIC028772631";"000230";"AMAZON PAX ES";
"407-9405452-9208314";"AMAZON";"DSRF22000586";"LPNIC028773879";"000230";"AMAZON PAX ES";"X-RSD0257CE"
"407-9405452-9208314";"AMAZON";"PDVF22/000802";"LPNIC028773879";"000230";"AMAZON PAX ES";
"402-2030532-9825939";"AMAZON";"DSR22000159";"LPNIC028858424";"000230";"AMAZON PAX ES";"X-RSD0106CE"
"402-2030532-9825939";"AMAZON";"PDVF22/000033";"LPNIC028858424";"000230";"AMAZON PAX ES";
"402-5871330-0391565";"AMAZON";"DSRF22000580";"LPNIC028928252";"000230";"AMAZON PAX ES";"SNS-BEAM2EU1"
"402-5871330-0391565";"AMAZON";"PDVF22/000895";"LPNIC028928252";"000230";"AMAZON PAX ES";
"407-2248061-4554762";"AMAZON";"DSRF22000588";"LPNIC028936630";"000230";"AMAZON PAX ES";"X-RSD0106CE"
"407-2248061-4554762";"AMAZON";"PDVF22/000883";"LPNIC028936630";"000230";"AMAZON PAX ES";
"403-5701838-2481956";"AMAZON";"DSRF22000760";"LPNIC028983458";"000230";"AMAZON PAX ES";"W-GY-LED-BL"
"403-5701838-2481956";"AMAZON";"PDVF22/001210";"LPNIC028983458";"000230";"AMAZON PAX ES";
"406-5433417-9266736";"AMAZON";"DSR22000463";"LPNIC028992081";"000230";"AMAZON PAX ES";"SNS-SUBG3EU1"
"406-5433417-9266736";"AMAZON";"PDVF22/000300";"LPNIC028992081";"000230";"AMAZON PAX ES";
"406-5433417-9266736";"AMAZON";"PDVF22/000683";"LPNIC028992081";"000230";"AMAZON PAX ES";
"402-8289875-9261969";"AMAZON";"DSRF22000579";"LPNIC029017404";"000230";"AMAZON PAX ES";"SNS-BEAM2EU1"
"402-8289875-9261969";"AMAZON";"PDVF22/000832";"LPNIC029017404";"000230";"AMAZON PAX ES";
"403-1598573-4890752";"AMAZON";"DSRF22000502";"LPNIC029018195";"000230";"AMAZON PAX ES";"SNS-MOVE1EU1"
"403-1598573-4890752";"AMAZON";"PDVF22/000803";"LPNIC029018195";"000230";"AMAZON PAX ES";
"406-1846654-8652341";"AMAZON";"DSRF22000679";"LPNIC029018548";"000230";"AMAZON PAX ES";"SNS-ONEG2EU1BLK"
"406-1846654-8652341";"AMAZON";"PDVF22/001124";"LPNIC029018548";"000230";"AMAZON PAX ES";
"405-9681927-0103523";"AMAZON";"DSRF22000587";"LPNIC029031606";"000230";"AMAZON PAX ES";"X-RSD0226CE"
"405-9681927-0103523";"AMAZON";"PDVF22/000912";"LPNIC029031606";"000230";"AMAZON PAX ES";
"402-9328239-3724300";"AMAZON";"DSR22000455";"LPNIC029236346";"000230";"AMAZON PAX ES";"X-SKV4136GL"
